,Word,Conc.M,Conc.SD
3219,cunt,4.21,1.17
3220,cup,5.0,0.0
3221,cupboard,4.79,0.62
3222,cupcake,5.0,0.0
3223,curate,2.42,1.36
3224,curator,3.81,1.36
3225,curb,4.68,0.63
3226,curbside,4.17,1.04
3227,curbstone,4.16,1.4
3228,curd,4.19,1.23
3229,cure,2.41,1.38
3230,curfew,2.73,1.44
3231,curiosity,1.61,0.96
3232,curler,4.13,1.25
3233,curling,4.04,0.88
3234,currant,3.74,1.65
3235,currency,4.25,0.89
3236,curriculum,3.23,1.43
3237,curry,4.84,0.37
3238,curse,2.39,1.34
3239,cursor,4.33,1.0
3240,curtailment,2.2,1.41
3241,curtain,4.82,0.48
3242,curtsy,4.18,1.12
3243,curvature,2.93,1.58
3244,curve,4.41,1.01
3245,curveball,4.26,0.81
3246,cushion,4.68,0.67
3247,cusp,2.74,1.16
3248,cuss,3.14,1.51
3249,custard,4.85,0.46
3250,custodian,4.64,0.83
3251,custodianship,2.41,1.28
3252,custody,3.03,1.4
3253,custom,2.68,1.39
3254,customer,3.82,1.12
3255,customizer,2.69,1.46
3256,customs,2.82,1.47
3257,cutaway,2.88,1.59
3258,cutback,2.88,1.45
3259,cuteness,2.59,1.28
3260,cuticle,4.94,0.25
3261,cutie,2.89,1.58
3262,cutlass,4.2,1.29
3263,cutlery,4.75,0.52
3264,cutlet,4.52,1.01
3265,cutoff,3.62,1.57
3266,cutout,3.81,1.36
3267,cutter,4.07,1.07
3268,cutthroat,2.55,1.48
3269,cuttlefish,4.23,1.48
3270,cyan,4.04,1.33
3271,cyanide,4.32,1.16
3272,cybersex,3.21,1.29
3273,cyberspace,2.54,1.39
3274,cyborg,3.88,1.3
3275,cycle,3.64,1.58
3276,cyclist,4.84,0.37
3277,cyclone,4.48,0.82
3278,cylinder,4.64,0.86
3279,cymbals,4.88,0.43
3280,cynic,2.64,1.25
3281,cynicism,1.78,1.22
3282,cyst,4.23,1.19
3283,cytoplasm,3.64,1.41
3284,czar,4.14,1.25
3285,dab,3.6,1.29
3286,dabbler,2.68,1.32
3287,dachshund,4.67,0.83
3288,dad,4.29,1.12
3289,daddy,4.24,1.33
3290,daffodil,4.96,0.19
3291,dagger,4.96,0.19
3292,daggers,4.72,0.59
3293,daintiness,1.92,1.06
3294,daiquiri,4.62,0.9
3295,dairy,4.45,0.83
3296,dalmatian,4.81,0.8
3297,dam,4.88,0.59
3298,damage,3.2,1.29
3299,damages,3.12,1.34
3300,dame,3.73,1.28
3301,damnation,1.56,0.89
3302,damper,3.13,1.41
3303,damping,2.92,1.22
3304,dampness,4.15,1.06
3305,damsel,3.88,1.42
3306,dancer,4.75,0.52
3307,dandelion,5.0,0.0
3308,dander,4.0,1.34
3309,dandruff,4.79,0.69
3310,dandy,2.73,1.48
3311,danger,2.68,1.22
3312,dangerousness,2.08,1.21
3313,dangler,3.25,1.45
3314,daredevil,3.76,1.27
3315,darer,3.38,1.53
3316,darkness,3.85,1.35
3317,darkroom,4.45,1.06
3318,darling,2.54,1.55
3319,dart,4.9,0.31
3320,dartboard,4.75,0.7
3321,darts,4.83,0.48
3322,darwinism,2.39,1.37
3323,dash,3.39,1.4
3324,dashboard,4.61,0.92
3325,data,3.93,1.21
3326,databank,3.23,1.42
3327,database,4.0,0.93
3328,date,3.9,1.21
3329,datebook,4.77,0.56
3330,daughter,4.79,0.5
3331,dawn,4.46,1.0
3332,dawning,2.31,1.28
3333,day,3.92,1.38
3334,daybed,4.41,1.21
3335,daybook,4.85,0.37
3336,daybreak,4.21,0.92
3337,daycare,3.93,1.28
3338,daydreamer,3.1,1.52
3339,daylight,4.1,1.11
3340,daylong,2.79,1.55
3341,days,3.36,1.39
3342,daytime,4.31,1.11
3343,daytimes,3.28,1.57
3344,daze,2.52,1.38
3345,dazzler,2.97,1.13
3346,deacon,3.52,1.64
3347,deaconship,2.69,1.29
3348,deactivation,3.35,1.43
3349,deactivator,3.29,1.41
3350,deadbeat,2.46,1.37
3351,deadbolt,4.52,1.05
3352,deadfall,2.96,1.49
3353,deadline,2.66,1.63
3354,deadliness,2.54,1.27
3355,deadlock,2.96,1.52
3356,deadweight,2.65,1.57
3357,deafness,3.48,1.4
3358,deal,3.1,1.18
3359,dealer,3.76,1.2
3360,dealership,4.04,1.2
3361,death,3.73,1.48
3362,deathbed,3.83,1.23
3363,deathtrap,3.29,1.44
3364,debacle,2.29,1.12
3365,debate,3.18,1.36
3366,debater,3.67,1.39
3367,debauchery,2.22,1.35
3368,debit,3.66,1.47
3369,debrief,2.57,1.25
3370,debriefing,3.21,1.45
3371,debris,4.69,0.74
3372,debt,2.72,1.36
3373,debtor,3.36,1.5
3374,debugger,3.04,1.27
3375,debut,1.83,1.27
3376,debutante,3.54,1.28
3377,decade,3.19,1.62
3378,decadence,2.22,1.19
3379,decaf,3.67,1.24
3380,decal,4.74,0.51
3381,decapitation,4.25,1.0
3382,decathlon,4.08,1.15
3383,decay,3.89,1.2
3384,decease,2.77,1.61
3385,deceit,2.37,1.13
3386,deceitfulness,2.14,1.24
3387,deceiver,2.66,1.54
3388,deceleration,2.83,1.28
3389,decency,2.0,1.19
3390,decentralization,2.07,1.21
3391,deception,1.86,1.03
3392,decibel,2.9,1.52
3393,decider,2.78,1.19
3394,decision,2.19,1.27
3395,decisiveness,1.9,1.18
3396,deck,4.77,0.5
3397,declaration,2.52,1.5
3398,declination,2.52,1.36
3399,decoder,3.56,1.25
3400,decommission,2.11,1.19
3401,decommissioning,2.07,1.36
3402,decomposition,3.1,1.27
3403,decompression,3.07,1.3
3404,decongestant,3.31,1.46
3405,deconstruction,3.04,1.26
3406,deconstructionist,2.35,1.32
3407,decontamination,2.78,1.37
3408,decor,3.77,1.17
3409,decoration,3.53,1.43
3410,decorator,3.86,1.27
3411,decorum,2.36,1.5
3412,decoy,4.34,1.14
3413,decree,2.68,1.49
3414,decryption,2.83,1.46
3415,dedication,2.16,1.29
3416,deduction,2.19,1.44
3417,deed,3.86,1.38
3418,deejay,4.48,0.87
3419,deepness,2.78,1.37
3420,deer,4.86,0.59
3421,defacement,3.24,1.01
3422,defamation,2.25,1.38
3423,default,2.0,1.22
3424,defeatism,1.75,0.93
3425,defeatist,2.08,1.32
3426,defecation,4.16,1.07
3427,defect,2.48,1.22
3428,defection,2.32,1.52
3429,defendant,3.8,1.32
3430,defender,3.19,1.36
3431,defense,2.45,1.43
3432,defenseman,4.04,1.22
3433,defensiveness,1.74,1.06
3434,deference,1.92,1.13
3435,deferment,2.12,0.85
3436,defiance,2.17,1.18
3437,defibrillation,3.0,1.54
3438,defibrillator,4.68,0.86
3439,deficiency,2.07,1.33
3440,deficit,2.21,1.29
3441,defilement,1.96,1.34
3442,defiler,2.83,1.43
3443,definition,3.07,1.69
3444,deflation,2.63,1.47
3445,deflection,3.07,1.39
3446,deflector,3.5,1.44
3447,deforestation,3.41,1.47
3448,deformation,3.0,1.47
3449,deformity,3.59,1.39
3450,defrauder,2.56,1.37
3451,defroster,4.23,1.11
3452,degeneracy,1.33,0.64
3453,degeneration,2.17,1.34
3454,degradation,2.23,1.31
3455,degree,3.0,1.66
3456,dehumanization,1.59,0.78
3457,dehydration,3.52,1.28
3458,deinstitutionalization,1.7,0.82
3459,deity,2.33,1.57
3460,deject,1.73,0.83
3461,delay,2.79,1.54
3462,delegate,3.07,1.47
3463,delegation,2.7,1.46
3464,deletion,2.8,1.61
3465,deli,4.57,0.84
3466,deliberation,2.19,1.49
3467,delicacy,2.81,1.3
3468,delicatessen,4.28,1.25
3469,deliciousness,2.48,1.27
3470,delight,2.3,1.18
3471,delinquency,2.32,1.42
3472,delinquent,2.17,1.17
3473,delirium,1.97,1.07
3474,deliverance,2.34,1.14
3475,deliverer,3.72,1.31
3476,delivery,3.69,1.12
3477,deliveryman,4.23,1.24
3478,delta,3.21,1.69
3479,deluge,3.48,1.69
3480,delusion,2.3,1.59
3481,deluxe,2.13,1.2
3482,demander,2.64,1.38
3483,demeanor,2.44,1.45
3484,dementia,2.23,1.36
3485,demerit,2.19,1.36
3486,demigod,2.57,1.27
3487,demineralization,2.11,1.2
3488,demise,2.31,1.39
3489,demo,3.66,1.32
3490,demobilization,2.19,1.36
3491,democracy,1.78,1.01
3492,democrat,3.96,1.26
3493,demographics,2.28,1.57
3494,demolition,3.38,1.17
3495,demon,3.32,1.66
3496,demonologist,3.62,1.44
3497,demonstration,3.75,1.17
3498,demonstrator,4.0,1.15
3499,demoralization,2.11,1.13
3500,demoralizer,2.48,1.53
3501,demos,3.21,1.32
3502,demotion,2.31,1.26
3503,den,4.57,0.79
3504,denaturalization,2.0,1.19
3505,deniability,1.69,1.19
3506,denial,2.46,1.48
3507,denim,4.77,0.63
3508,denims,4.36,1.13
3509,denomination,2.77,1.28
3510,denominator,3.36,1.31
3511,denseness,3.12,1.33
3512,density,2.52,1.48
3513,dent,4.63,0.81
3514,dentist,4.93,0.26
3515,dentistry,3.64,1.5
3516,denture,4.7,0.72
3517,deodorant,5.0,0.0
3518,deodorizer,4.07,1.12
3519,department,3.3,1.44
3520,departure,3.07,1.34
3521,dependability,1.97,1.03
3522,dependant,2.48,1.48
3523,dependence,2.15,1.26
3524,dependency,1.93,1.01
3525,depiction,2.31,1.41
3526,depletion,2.38,1.1
3527,deployment,2.9,1.37
3528,depopulation,2.44,1.4
3529,deportation,2.42,1.33
3530,deportment,2.67,1.44
3531,deposer,2.63,1.42
3532,deposit,3.92,1.23
3533,deposition,2.92,1.32
3534,depositor,3.96,1.34
3535,depot,4.14,1.16
3536,depravation,2.32,0.99
3537,depravity,2.17,1.37
3538,depreciation,2.0,1.33
3539,depressant,3.43,1.2
3540,depression,2.39,1.5
3541,depressive,2.19,1.11
3542,depressor,3.4,1.35
3543,depressurization,2.96,1.58
3544,deprivation,1.96,1.02
3545,depth,3.11,1.22
3546,deputy,4.07,1.03
3547,derailment,2.67,1.3
3548,derangement,2.1,1.08
3549,derby,4.07,1.41
3550,deregulation,2.0,1.25
3551,derivation,1.86,1.04
3552,derivative,1.93,1.05
3553,derma,3.79,1.32
3554,dermatitis,3.92,0.97
3555,dermatologist,4.21,1.01
3556,dermatology,2.92,1.44
3557,derriere,4.65,0.89
3558,descendant,3.53,1.53
3559,descendent,2.62,1.63
3560,descent,3.0,1.27
3561,description,2.43,1.29
3562,descriptor,2.05,1.28
3563,desecration,2.46,0.95
3564,desecrator,3.0,1.41
3565,desegregation,2.0,1.14
3566,desensitization,2.14,1.3
3567,desert,4.86,0.35
3568,deserter,3.32,1.52
3569,desertion,1.93,0.96
3570,design,3.27,1.59
3571,designation,1.85,1.06
3572,designator,2.66,1.45
3573,designer,3.78,1.28
3574,desirability,1.89,0.92
3575,desire,1.7,1.26
3576,desk,4.87,0.51
3577,desktop,4.46,0.99
3578,desolation,2.25,1.29
3579,despair,2.21,1.32
3580,desperado,3.44,1.42
3581,desperateness,1.68,0.9
3582,desperation,1.9,0.94
3583,despondency,1.41,0.8
3584,despot,3.05,1.56
3585,dessert,4.93,0.25
3586,destabilization,1.97,1.22
3587,destination,3.82,1.42
3588,destiny,1.67,0.92
3589,destitution,2.08,1.21
3590,destroyer,3.59,1.38
3591,destruct,2.96,1.26
3592,destruction,3.21,1.17
3593,destructor,3.48,1.4
3594,detachment,2.48,1.24
3595,detail,2.5,1.2
3596,detailer,3.54,1.2
3597,detainee,3.76,1.3
3598,detainment,2.74,1.29
3599,detection,2.57,1.28
3600,detective,4.21,0.88
3601,detector,3.7,1.38
3602,detention,3.26,1.48
3603,detergent,4.77,0.82
3604,deterioration,2.38,1.45
3605,determination,1.7,1.1
3606,determinist,1.71,1.08
3607,deterrence,2.08,1.13
3608,deterrent,2.63,1.31
3609,detonation,3.15,1.35
3610,detonator,4.76,0.44
3611,detour,3.66,1.2
3612,detox,2.64,1.29
3613,detoxification,2.5,1.28
3614,detoxifier,2.77,1.41
3615,detriment,1.77,0.95
3616,deuce,3.04,1.57
3617,devaluation,2.17,1.24
3618,devastation,2.76,1.35
3619,devastator,3.2,1.26
3620,developer,3.54,1.35
3621,development,2.41,1.24
3622,deviance,2.08,1.09
3623,deviancy,1.46,0.71
3624,deviation,2.96,1.43
3625,device,3.97,1.33
3626,devil,3.41,1.57
3627,devilfish,4.3,1.2
3628,devilishness,1.74,0.9
3629,devilry,2.09,1.12
3630,deviousness,1.46,0.71
3631,devotee,2.86,1.43
3632,devotion,2.36,1.37
3633,devourer,3.07,1.36
3634,devoutness,1.93,1.22
3635,dew,4.38,0.8
3636,dewdrop,4.69,0.85
3637,dexterity,2.72,1.46
3638,diabetes,3.83,1.34
3639,diabetic,3.38,1.42
3640,diabolism,1.83,0.87
3641,diagnoses,2.43,1.36
3642,diagnosis,2.63,1.31
3643,diagnostician,3.89,1.45
3644,diagnostics,2.96,1.4
3645,diagram,4.36,1.03
3646,dialect,2.67,1.52
3647,dialer,4.16,1.07
3648,dialogue,3.0,1.44
3649,dialysis,3.54,1.5
3650,diameter,4.03,1.21
3651,diamond,4.89,0.42
3652,diamondback,3.85,1.46
3653,diaper,4.82,0.48
3654,diaphragm,3.93,1.11
3655,diarrhea,4.52,1.01
3656,diary,4.5,1.14
3657,diatribe,2.96,1.49
3658,dibs,2.23,1.34
3659,dice,4.86,0.52
3660,dicer,3.58,1.32
3661,dicey,1.9,1.05
3662,dick,4.35,0.98
3663,dickhead,3.27,1.46
3664,dictation,2.75,1.4
3665,dictator,4.29,0.9
3666,dictatorship,2.77,1.48
3667,diction,2.64,1.32
3668,dictionary,4.62,0.82
3669,diesel,3.88,1.07
3670,diet,3.21,1.54
3671,dietician,4.14,1.11
3672,dietitian,4.0,1.23
3673,difference,2.15,1.19
3674,differential,2.36,1.47
3675,differentiation,2.16,1.25
3676,difficulty,1.9,1.11
3677,diffuser,4.07,1.17
3678,diffusion,2.24,1.41
3679,digest,3.07,1.1
3680,digestion,3.66,1.29
3681,diggings,3.46,1.38
3682,digit,4.52,0.91
3683,digitalization,2.64,1.55
3684,digitization,2.61,1.4
3685,digits,4.21,1.08
3686,dignitary,3.1,1.58
3687,dignity,2.03,1.3
3688,digression,1.81,1.06
3689,digs,4.36,0.95
3690,dike,4.54,0.88
3691,dilapidation,2.72,1.34
3692,dilation,3.57,1.26
3693,dildo,4.7,1.02
3694,dilemma,2.0,1.05
3695,diligence,1.97,1.33
3696,dilution,2.24,0.88
3697,dime,4.85,0.37
3698,dimension,2.5,1.42
3699,dimensionality,1.92,1.13
3700,diminishment,2.26,1.48
3701,dimmer,3.46,1.37
3702,dimple,4.74,0.66
3703,dimwit,2.56,1.45
3704,dimwittedness,2.25,1.11
3705,diner,4.82,0.77
3706,dinette,4.54,0.71
3707,dingbat,2.67,1.39
3708,dingdong,2.85,1.46
3709,dinghy,4.2,1.32
3710,dingo,4.73,0.78
3711,dining,3.75,1.11
3712,dinky,2.67,1.3
3713,dinner,4.5,0.83
3714,dinnertime,3.62,1.39
3715,dinnerware,4.79,0.5
3716,dinosaur,4.87,0.43
3717,diocese,3.04,1.2
3718,diorama,4.52,0.96
3719,dioxide,2.81,1.65
3720,diphtheria,3.48,1.42
3721,diploma,4.93,0.27
3722,diplomacy,2.04,1.26
3723,diplomat,3.67,1.39
3724,dipper,4.21,1.13
3725,dipstick,3.81,1.6
3726,direction,2.79,1.08
3727,directionality,1.83,0.78
3728,directive,2.72,1.36
3729,directness,2.03,1.25
3730,director,4.04,1.1
3731,directorship,2.15,1.49
3732,directory,4.25,1.04
3733,direness,1.81,0.9
3734,dirt,4.86,0.36
3735,dirtiness,3.48,1.25
3736,disability,3.46,1.4
3737,disadvantage,1.96,1.22
3738,disagreement,2.97,1.52
3739,disappearance,2.4,1.38
3740,disappointment,1.93,1.13
3741,disapproval,2.32,1.19
3742,disarmament,2.54,1.39
3743,disarray,2.4,1.22
3744,disaster,3.07,1.44
3745,disbar,2.62,1.3
3746,disbelief,1.89,1.15
3747,disbursement,2.64,1.62
3748,disc,4.85,0.36
3749,discernment,1.57,0.79
3750,discharge,3.83,1.32
3751,disciple,3.29,1.44
3752,disciplinarian,3.33,1.3
3753,discipline,2.24,1.24
3754,disclaimer,3.37,1.36
3755,discloser,2.54,1.4
3756,disclosure,2.18,1.28
3757,disco,3.63,1.4
3758,discoloration,3.19,1.14
3759,discolorations,3.59,1.31
3760,discomfort,2.28,1.06
3761,disconnection,2.22,1.34
3762,discontent,1.93,1.01
3763,discontinuation,1.96,1.0
3764,discord,2.26,1.35
3765,discordance,1.46,0.81
3766,discount,2.79,1.29
3767,discouragement,1.93,1.17
3768,discourse,2.87,1.25
3769,discourtesy,1.96,1.16
3770,discoverer,3.45,1.24
3771,discovery,2.36,1.42
3772,discrepancy,2.54,1.32
3773,discretion,1.6,0.89
3774,discrimination,2.29,1.18
3775,discriminator,2.24,1.39
3776,discussion,3.07,1.21
3777,disdain,1.83,0.89
3778,disease,3.45,1.33
3779,disembodiment,2.32,1.16
3780,disembody,2.66,1.23
3781,disembowel,3.7,1.26
3782,disembowelment,3.29,1.46
3783,disenchantment,1.55,0.74
3784,disenfranchisement,1.65,0.78
3785,disengagement,2.31,1.23
3786,disfavor,1.96,1.31
3787,disfigurement,3.52,1.12
3788,disgrace,2.11,1.23
3789,disguise,3.97,1.27
3790,disguiser,2.46,1.37
3791,disgust,2.19,1.3
3792,disgustingness,2.14,1.35
3793,dish,4.9,0.4
3794,disharmony,2.14,1.24
3795,disheartening,1.85,1.17
3796,dishevelment,2.54,1.36
3797,dishonesty,1.9,1.09
3798,dishonor,1.72,1.11
3799,dishpan,4.44,1.05
3800,dishrag,4.79,0.83
3801,dishtowel,4.86,0.59
3802,dishware,4.82,0.67
3803,dishwasher,4.86,0.59
3804,dishwater,4.61,0.88
3805,disillusionment,1.68,1.03
3806,disinclination,1.65,0.78
3807,disinfectant,4.11,1.34
3808,disinfection,2.67,1.39
3809,disinformation,1.87,1.29
3810,disinheritance,2.35,1.19
3811,disintegration,2.96,1.43
3812,disintegrator,3.33,1.34
3813,disinterest,2.22,1.22
3814,disinterestedness,1.76,1.13
3815,disk,4.8,0.41
3816,diskette,4.04,1.35
3817,dislocation,3.18,1.44
3818,disloyalty,1.5,0.81
3819,dismay,2.29,1.27
3820,dismemberment,3.61,1.42
3821,dismissal,2.0,1.16
3822,disobedience,2.52,1.48
3823,disorder,3.1,1.37
3824,disorganization,2.63,1.31
3825,disorient,2.12,1.21
3826,disorientation,2.15,1.1
3827,disparity,1.78,0.85
3828,dispassion,1.59,1.05
3829,dispatcher,3.9,1.23
3830,dispensary,3.41,1.34
3831,dispensation,2.0,1.09
3832,dispenser,3.84,1.43
3833,dispersal,2.78,1.28
3834,dispersion,2.22,1.15
3835,displacement,2.72,1.39
3836,display,3.86,1.22
3837,displeasure,1.85,1.1
3838,disposal,2.89,1.53
3839,disposition,2.1,1.14
3840,dispute,2.9,1.32
3841,disqualification,1.89,1.23
3842,disrepair,3.09,1.56
3843,disrepute,1.65,1.09
3844,disrespect,1.93,1.28
3845,disrobement,3.58,1.32
3846,disrupter,2.63,1.42
3847,disruption,2.39,1.2
3848,disruptor,2.85,1.2
3849,dissatisfaction,1.96,1.37
3850,dissection,3.48,1.48
3851,dissembler,3.27,1.43
3852,dissemination,1.92,1.21
3853,dissension,2.04,0.98
3854,dissent,2.17,1.13
3855,dissenter,2.48,1.37
3856,dissertation,2.81,1.44
3857,disservice,1.77,1.14
3858,dissident,2.5,1.35
3859,dissipation,2.52,1.21
3860,dissociation,1.96,1.07
3861,dissolution,1.82,0.9
3862,dissonance,1.74,0.86
3863,distance,3.17,1.47
3864,distaste,2.04,1.09
3865,distemper,2.35,1.32
3866,distension,2.67,1.44
3867,distillation,3.11,1.37
3868,distiller,4.15,1.16
3869,distillery,4.41,1.15
3870,distinction,2.08,1.41
3871,distinctiveness,2.18,1.39
3872,distortion,2.3,1.42
3873,distraction,2.46,1.35
3874,distress,2.66,1.54
3875,distributer,3.26,1.46
3876,distribution,3.33,1.36
3877,distributor,3.9,1.4
3878,distributorship,2.64,1.5
3879,district,3.29,1.3
3880,disturbance,2.7,1.61
3881,disturber,2.77,1.42
3882,ditto,2.59,1.42
3883,ditz,2.68,1.41
3884,diva,3.64,1.16
3885,diver,4.69,0.71
3886,divergence,2.15,0.88
3887,divers,4.7,0.87
3888,diversification,1.89,1.09
3889,diversion,2.67,1.42
3890,diversity,2.28,1.19
3891,dividend,2.76,1.38
3892,divider,3.9,1.3
3893,dividers,4.29,1.05
3894,divination,1.85,1.1
3895,divinity,1.9,1.18
3896,divisibility,1.81,1.11
3897,division,2.8,1.35
3898,divorce,3.25,1.62
3899,divorcee,3.8,1.42
3900,divorcer,3.08,1.28
3901,divulger,2.17,1.11
3902,dizziness,3.07,1.38
3903,doc,3.68,1.35
3904,docility,1.48,0.65
3905,dock,4.64,0.83
3906,docket,3.56,1.28
3907,docking,3.25,1.17
3908,dockside,4.19,1.14
3909,dockworker,4.55,0.63
3910,dockyard,4.55,0.74
3911,doctor,4.69,0.81
3912,doctorate,3.4,1.48
3913,doctrine,2.12,1.18
3914,docudrama,3.04,1.46
3915,document,4.41,1.21
3916,documentarian,3.73,1.54
3917,documentary,3.78,1.5
3918,documentation,3.55,1.35
3919,dodger,3.63,1.33
3920,doer,2.76,1.46
3921,dog,4.85,0.46
3922,dogcatcher,4.35,1.02
3923,dogface,3.15,1.41
3924,dogfight,4.13,1.01
3925,doggy,4.26,1.23
3926,doghouse,4.79,0.42
3927,dogma,1.79,1.03
3928,dogs,5.0,0.0
3929,dogwood,4.85,0.36
3930,doings,2.07,1.07
3931,dojo,3.96,1.63
3932,dole,2.57,1.45
3933,doll,5.0,0.0
3934,dollar,4.93,0.26
3935,dollhouse,4.86,0.44
3936,dollop,4.07,1.14
3937,dolphin,4.96,0.19
3938,domain,3.4,1.22
3939,dome,4.74,0.59
3940,dominance,2.53,1.41
3941,domination,2.81,1.36
3942,dominator,2.82,1.52
3943,dominatrix,3.75,1.54
3944,domineer,2.12,1.28
3945,dominion,1.96,1.4
3946,domino,4.59,1.08
3947,dominoes,4.66,0.81
3948,donation,3.32,1.56
3949,donkey,5.0,0.0
3950,donor,3.54,1.3
3951,donut,4.93,0.26
3952,doodad,3.52,1.5
3953,doodle,4.21,1.08
3954,doodlebug,3.88,1.33
3955,doodler,3.9,1.29
3956,doohickey,2.67,1.43
3957,doom,1.5,1.03
3958,doomsayer,2.54,1.4
3959,doomsday,2.36,1.42
3960,door,4.81,0.65
3961,doorbell,4.82,0.61
3962,doorframe,4.79,0.79
3963,doorjamb,4.52,0.8
3964,doorkeeper,4.38,0.98
3965,doorknob,4.97,0.19
3966,doorknocker,4.7,0.72
3967,doorman,4.79,0.62
3968,doormat,4.83,0.54
3969,doornail,4.9,0.31
3970,doorpost,4.7,0.7
3971,doorstep,5.0,0.0
3972,doorstop,4.82,0.48
3973,doorway,4.75,0.7
3974,dopamine,3.67,1.01
3975,dope,3.0,1.58
3976,dopey,2.3,1.3
3977,doppelganger,3.92,1.29
3978,dork,3.1,1.35
3979,dorm,4.41,1.25
3980,dormancy,1.76,1.01
3981,dormitory,4.64,0.91
3982,dosage,4.07,0.94
3983,dose,3.85,1.23
3984,dossier,4.21,1.18
3985,dot,4.12,1.48
3986,doubleheader,3.21,1.52
3987,doublespeak,2.39,1.29
3988,doubter,2.39,1.42
3989,douche,4.13,1.31
3990,dough,4.79,0.59
3991,doughboy,3.91,1.31
3992,doughnut,4.96,0.2
3993,dove,4.88,0.6
3994,dowel,4.27,1.42
3995,downbeat,2.64,1.32
3996,downdraft,3.8,1.12
3997,downer,2.71,1.38
3998,downfall,2.31,1.26
3999,downfield,3.72,1.43
4000,downgrade,2.25,1.21
4001,downpour,3.71,1.12
4002,downrange,3.23,1.34
4003,downriver,3.47,1.5
4004,downside,2.0,1.22
4005,downswing,2.96,1.59
4006,downtime,1.93,1.0
4007,downtrodden,2.46,1.5
4008,downturn,2.08,1.15
4009,dowry,3.29,1.46
4010,dozen,4.66,0.72
4011,draft,3.15,1.16
4012,draftee,3.48,1.56
4013,draftsman,4.15,1.23
4014,dragon,4.39,1.03
4015,dragonfly,4.83,0.6
4016,drain,4.61,0.83
4017,drainage,3.96,1.16
4018,drainer,4.22,1.15
4019,drainpipe,4.86,0.36
4020,drake,4.26,1.01
4021,drama,2.34,1.37
4022,dramatics,2.07,1.16
4023,dramatist,3.21,1.53
4024,dramatization,2.48,1.19
4025,drape,4.5,0.82
4026,drapery,4.32,1.06
4027,draught,3.46,1.28
4028,draughts,2.81,1.3
4029,drawback,2.52,1.43
4030,drawbridge,4.89,0.57
4031,drawer,4.67,0.84
4032,drawers,4.96,0.19
4033,drawstring,4.74,0.53
4034,dread,1.86,1.06
4035,dream,2.6,1.52
4036,dreamboat,2.78,1.45
4037,dreamer,2.19,1.33
4038,dreamland,1.73,1.17
4039,dreamworld,2.21,1.32
4040,dredging,3.26,1.45
4041,dregs,3.6,1.35
4042,dreidel,4.88,0.44
4043,dress,4.93,0.26
4044,dresser,4.96,0.19
4045,dressmaker,4.64,0.57
4046,dressmaking,3.85,1.08
4047,dribbler,3.42,1.44
4048,drift,3.07,1.22
4049,drifter,3.54,1.27
4050,driftwood,4.88,0.33
4051,drill,4.4,1.08
4052,driller,4.48,0.91
4053,drillmaster,3.68,1.11
4054,drink,4.76,0.69
4055,drinker,3.32,1.39
4056,drip,4.14,1.09
4057,dripper,3.46,1.61
4058,drivel,2.38,1.28
4059,driver,4.71,0.66
4060,driveway,4.77,0.68
4061,drizzle,4.21,0.83
4062,drone,3.93,1.12
4063,droplet,4.45,0.99
4064,dropout,3.52,1.28
4065,dropper,3.79,1.6
4066,droppings,4.48,0.83
4067,drought,3.74,1.26
4068,drowsiness,3.04,1.37
4069,drudge,2.44,1.55
4070,drudgery,2.14,1.3
4071,drug,4.48,0.83
4072,druggie,3.61,1.29
4073,druggist,4.19,1.36
4074,drugs,4.63,0.56
4075,drugstore,4.82,0.48
4076,drum,4.96,0.19
4077,drumbeat,4.21,0.92
4078,drummer,4.44,1.09
4079,drumming,4.21,1.05
4080,drums,4.79,0.5
4081,drumstick,4.96,0.19
4082,drunkard,3.77,1.42
4083,drunkenness,3.16,1.52
4084,dryer,4.79,0.5
4085,dryness,2.72,1.51
4086,drywall,4.7,0.61
4087,dualism,2.19,1.42
4088,duality,1.93,1.12
4089,duchess,4.46,1.03
4090,duck,4.86,0.52
4091,duckling,4.93,0.26
4092,ducktail,4.23,1.07
4093,duckweed,4.29,1.08
4094,duct,4.74,0.66
4095,ductwork,4.81,0.48
4096,dud,2.78,1.5
4097,dude,3.93,1.36
4098,duel,3.79,1.08
4099,dueler,4.0,0.96
4100,duelist,3.19,1.44
4101,duet,3.78,1.15
4102,duffel,4.12,1.48
4103,dugout,4.68,0.86
4104,duh,1.57,1.03
4105,duke,4.0,1.15
4106,dullness,2.14,1.08
4107,dumbbell,4.69,0.85
4108,dumbness,1.68,1.09
4109,dumbwaiter,4.55,0.83
4110,dummy,3.96,1.26
4111,dumper,3.48,1.48
4112,dumpling,4.65,0.75
4113,dumpster,4.68,0.9
4114,dunce,3.22,1.42
4115,dune,4.46,0.95
4116,dung,4.64,0.76
4117,dungeon,4.32,1.18
4118,dunghill,4.33,0.96
4119,duo,3.7,1.49
4120,dupe,2.23,1.14
4121,duplication,3.3,1.75
4122,duplicator,3.52,1.48
4123,duplicity,2.12,0.99
4124,durability,2.81,1.42
4125,duration,2.08,1.02
4126,duress,2.27,1.15
4127,dusk,4.24,0.83
4128,dust,4.4,0.87
4129,dustbin,4.54,1.14
4130,duster,4.64,0.76
4131,dustpan,5.0,0.0
4132,duty,2.19,1.36
4133,duvet,4.85,0.46
4134,dwarf,4.45,0.95
4135,dwarfism,3.89,1.25
